node_id,account_age_days,balance_mean,balance_std,tx_count,is_fraud,tx_velocity_7d,fan_out_ratio,amount_entropy,risky_email,device_mobile,device_consistency,addr_entropy,d_gap_mean,card_network_risk,product_code_risk,international_flag,pagerank,in_out_ratio,reciprocity_score,ring_membership,ring_volume,community_fraud_rate
10019_mastercard_debit,0.0,79.04523809523809,107.59694687206728,21,0,6,0.5909090909090909,2.712116812392559,0.3571428571428571,0.3809523809523809,0.9090909090909092,3.422577976566569,0.0,0.2999999999999999,0.3999999999999999,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.06909547738693467
1001_visa_debit,0.0,183.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,124.0,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10020_american express_credit,0.0,116.66666666666669,28.867513459481287,3,0,2,0.5,0.9182958311690996,0.0,0.3333333333333333,0.5,0.9182958311690996,0.0,0.2,0.5666666666666667,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.045889101338432124
10021_visa_debit,0.0,75.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,2.0,1.0,0.5,-1.4426951595367387e-09,0.0,0.3,0.3,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.047337278106508875
10023_visa_debit,112.25147928994085,117.08875739644972,165.29920037359128,338,1,136,0.0442477876106194,4.22079225477547,0.4763313609467455,0.0798816568047337,0.9941002949852508,1.1106085146808409,71.701775147929,0.2999999999999999,0.1556213017751479,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.045889101338432124
10024_visa_credit,116.57142857142856,181.45857142857145,129.4615453363628,14,0,8,0.4666666666666667,2.842370981635548,1.5714285714285714,0.0,0.9333333333333332,2.3598790186379954,48.7,0.2999999999999999,0.5857142857142856,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10027_visa_debit,81.53571428571429,47.18821428571429,23.43252646841825,28,0,17,0.0344827586206896,2.682928357096062,0.3928571428571428,0.0357142857142857,0.9310344827586208,-1.4426951595367387e-09,39.73571428571428,0.3,0.1142857142857143,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.05128205128205128
10029_mastercard_debit,43.0,35.95,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.0,0.0,1.0,-1.4426951595367387e-09,43.0,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.047337278106508875
10032_american express_credit,0.0,125.0,106.06601717798212,2,0,1,0.6666666666666666,0.99999999711461,0.25,0.5,0.3333333333333333,0.99999999711461,0.0,0.2,0.7,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.014778325123152709
10034_american express_credit,0.0,75.0,35.35533905932738,2,0,2,0.6666666666666666,0.99999999711461,1.0,0.0,0.6666666666666667,0.99999999711461,0.0,0.2,0.6499999999999999,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.014778325123152709
10035_visa_debit,65.0,110.0,86.2670273047588,2,0,2,0.3333333333333333,0.99999999711461,0.0,0.0,1.0,-1.4426951595367387e-09,29.3,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.06909547738693467
10036_american express_credit,0.0,133.33333333333334,104.08329997330664,3,0,3,0.5,1.584962496393071,0.1666666666666666,0.3333333333333333,0.5,0.9182958311690996,0.0,0.2,0.5666666666666667,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
10037_visa_credit,82.875,77.05,31.475693570027737,8,0,6,0.2222222222222222,1.7499999942292197,0.125,0.0,0.8888888888888888,0.5435644403142064,89.175,0.3,0.125,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04032258064516129
10038_mastercard_credit,0.0,116.66666666666669,118.1453906563152,3,0,1,0.5,1.584962496393071,0.5,0.3333333333333333,0.5,0.9182958311690996,0.0,0.3,0.4333333333333333,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.05128205128205128
10040_visa_debit,0.0,89.422,0.0,1,0,1,0.5,-1.4426951595367387e-09,2.0,0.0,0.5,-1.4426951595367387e-09,0.0,0.3,0.5,1.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.12918108419838523
10042_american express_credit,0.0,125.0,106.06601717798212,2,0,1,0.6666666666666666,0.99999999711461,1.25,0.0,0.6666666666666667,0.99999999711461,0.0,0.2,0.5,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.045889101338432124
10043_mastercard_debit,5.5,165.5,85.55992052357225,2,0,1,0.3333333333333333,0.99999999711461,0.0,0.0,1.0,-1.4426951595367387e-09,51.5,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.03317535545023697
10045_visa_debit,27.214285714285715,81.90085714285715,47.67762643989106,28,0,15,0.6206896551724138,2.9547012297403965,0.4464285714285714,0.1428571428571428,0.9310344827586208,4.021640608932112,12.87142857142857,0.3,0.4142857142857142,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10047_visa_credit,39.1578947368421,108.46526315789474,121.64998832572536,19,0,10,0.4,2.7947885295632457,0.2894736842105263,0.3157894736842105,0.9,2.4842551332532388,21.673684210526314,0.3,0.263157894736842,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04032258064516129
10048_mastercard_debit,0.0,50.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.0,0.0,0.5,-1.4426951595367387e-09,0.0,0.3,0.7,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.03317535545023697
10049_visa_debit,256.94444444444446,95.21944444444443,69.54860158210332,18,0,2,0.0526315789473684,3.1552215144325624,0.4166666666666667,0.0555555555555555,0.8947368421052632,-1.4426951595367387e-09,149.77777777777777,0.3,0.1666666666666666,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.05263157894736842
1004_visa_credit,0.0,90.0,84.8528137423857,2,0,2,0.6666666666666666,0.99999999711461,1.25,0.0,0.6666666666666667,0.99999999711461,0.0,0.3,0.5,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
10051_american express_credit,0.0,212.5,204.63381929681125,4,0,2,0.6,1.99999999422922,0.125,0.25,0.6,1.4999999956719148,0.0,0.2,0.6,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10052_mastercard_debit,185.0,37.0,16.97056274847714,2,0,1,0.3333333333333333,0.99999999711461,0.25,0.0,0.6666666666666667,-1.4426951595367387e-09,187.1,0.3,0.2,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.014778325123152709
10053_mastercard_debit,0.0,100.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,2.0,0.0,0.5,-1.4426951595367387e-09,0.0,0.3,0.7,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.05263157894736842
10054_visa_credit,11.4,41.4748,20.81896691000781,5,1,3,0.1666666666666666,1.921928089116582,1.1,0.2,0.6666666666666667,0.7219280920019722,9.760000000000002,0.3,0.5,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.12918108419838523
10057_mastercard_debit,88.74811083123426,100.43810579345087,118.16541711695146,397,1,147,0.0351758793969849,4.149718801207282,0.4458438287153652,0.0730478589420654,0.9949748743718592,3.055209303141303,59.18589420654912,0.2999999999999999,0.1879093198992444,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.045889101338432124
10058_mastercard_credit,79.0,317.5,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,78.4,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.02390438247011952
1005_mastercard_debit,0.0,50.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.0,0.0,0.5,-1.4426951595367387e-09,0.0,0.3,0.3,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.02390438247011952
10063_visa_debit,5.0,75.90454545454546,58.48897526263156,11,0,7,0.5,2.913977061641192,0.2272727272727272,0.1818181818181818,0.8333333333333334,2.2221915668505074,3.472727272727273,0.2999999999999999,0.2454545454545454,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10065_mastercard_debit,52.72727272727273,123.7,84.19159102903329,11,0,3,0.0833333333333333,2.913977061641192,0.4545454545454545,0.0,0.9166666666666666,-1.4426951595367387e-09,33.800000000000004,0.2999999999999999,0.1181818181818182,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10067_visa_debit,0.0,117.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,0.0,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10069_visa_credit,0.0,114.8,109.32840436044056,5,0,3,0.3333333333333333,1.921928089116582,0.6000000000000001,0.0,0.8333333333333334,0.7219280920019722,6.08,0.3,0.4,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.05263157894736842
10072_visa_credit,0.0,125.0,35.35533905932738,2,0,2,0.3333333333333333,0.99999999711461,1.25,0.5,0.3333333333333333,-1.4426951595367387e-09,0.0,0.3,0.5,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.06909547738693467
10075_mastercard_debit,156.75,200.2195,373.4220660928648,48,0,19,0.1632653061224489,3.586709414510057,0.5208333333333334,0.0,0.979591836734694,1.6242022726539256,97.5375,0.3,0.1416666666666666,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.06909547738693467
1007_mastercard_credit,0.0,23.203,0.0,1,0,1,0.5,-1.4426951595367387e-09,2.0,0.0,0.5,-1.4426951595367387e-09,0.0,0.3,0.5,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0
10080_visa_debit,233.0,185.475,178.8626603011372,2,0,2,0.3333333333333333,0.99999999711461,0.5,0.0,1.0,-1.4426951595367387e-09,133.4,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10082_visa_debit,5.6,106.998,81.76038172611476,5,0,2,0.3333333333333333,2.321928087673887,0.4,0.2,0.8333333333333334,0.7219280920019722,15.04,0.3,0.14,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.045889101338432124
10083_mastercard_debit,0.0,74.25,48.436814511278506,2,0,2,0.3333333333333333,0.99999999711461,0.5,0.5,0.6666666666666667,-1.4426951595367387e-09,0.0,0.3,0.2,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
10084_visa_credit,253.0,396.5,78.24960063795854,4,0,4,0.2,1.99999999422922,1.5,0.0,1.0,-1.4426951595367387e-09,110.25,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.06909547738693467
10086_mastercard_credit,45.63291139240506,54.43850632911392,43.92841163169838,79,1,28,0.125,3.5559931610997046,0.5253164556962026,0.1518987341772152,0.975,1.8286563645860112,37.48607594936709,0.3,0.5,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.12918108419838523
10094_visa_debit,43.16666666666666,114.19833333333334,104.64586382971218,6,0,4,0.2857142857142857,1.9182958282837093,0.6666666666666666,0.1666666666666666,0.7142857142857143,0.6500224187629642,28.433333333333334,0.3,0.3333333333333333,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.02390438247011952
10095_mastercard_debit,0.0,50.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,0.5,-1.4426951595367387e-09,0.0,0.3,0.3,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.047337278106508875
10096_mastercard_credit,0.0,773.425,270.78654185538835,2,0,2,0.6666666666666666,0.99999999711461,1.0,0.0,1.0,0.99999999711461,0.0,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
1009_american express_credit,71.0,130.0,75.82875444051551,5,0,3,0.8333333333333334,1.5219280905592771,0.7,0.2,0.6666666666666667,2.321928087673887,28.4,0.2,0.5399999999999998,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.02390438247011952
10102_visa_credit,241.0,154.975,7.035712472806139,2,0,1,0.6666666666666666,0.99999999711461,1.25,0.0,0.6666666666666667,0.99999999711461,147.6,0.3,0.3999999999999999,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.05263157894736842
10103_visa_debit,121.0,103.95,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.0,0.0,1.0,-1.4426951595367387e-09,64.4,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.045889101338432124
10104_mastercard_debit,102.25,83.9,96.42917781114456,16,0,10,0.0588235294117647,2.7743974573634445,0.28125,0.0625,0.8823529411764706,-1.4426951595367387e-09,70.625,0.3,0.1625,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10106_visa_debit,1.75,43.75,9.215023964519393,4,0,2,0.4,0.99999999711461,0.25,0.0,1.0,0.8112781215737428,10.75,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04032258064516129
10107_mastercard_debit,120.0,175.975,109.25551473495516,4,0,3,0.2,1.99999999422922,0.25,0.0,1.0,-1.4426951595367387e-09,155.54999999999998,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
10108_visa_debit,0.0,30.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,1.0,0.5,-1.4426951595367387e-09,0.0,0.3,0.3,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
10111_mastercard_debit,219.0,105.95,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,141.8,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.047337278106508875
10112_visa_debit,79.80222222222223,104.24577777777776,184.34970945795757,450,1,134,0.0864745011086474,4.216023406230511,0.4211111111111111,0.02,0.9955654101995566,4.648144249966179,56.53066666666666,0.2999999999999999,0.1086666666666666,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10113_mastercard_debit,38.75,190.56625,192.7710722376848,16,0,6,0.1176470588235294,3.327819515245139,0.125,0.0,1.0,0.9886994054031076,19.1875,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.02390438247011952
10114_visa_debit,0.0,77.95,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,0.0,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.05263157894736842
10117_american express_credit,0.0,50.0,0.0,2,0,1,0.6666666666666666,-1.4426951595367387e-09,0.0,0.0,0.6666666666666667,0.99999999711461,0.0,0.2,0.5,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
10119_visa_debit,0.0,54.5,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,0.0,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
1011_mastercard_debit,0.0,117.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,2.0,0.0,1.0,-1.4426951595367387e-09,0.0,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.06909547738693467
10120_mastercard_debit,72.0,107.5,95.79718158693396,6,0,2,0.1428571428571428,1.9182958282837093,0.5,0.3333333333333333,0.8571428571428572,-1.4426951595367387e-09,29.46666666666667,0.3,0.2333333333333333,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.03317535545023697
10122_visa_debit,446.0,59.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.0,0.0,1.0,-1.4426951595367387e-09,182.2,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
10123_mastercard_debit,0.0,102.39,70.13672718340942,5,0,4,0.3333333333333333,1.921928089116582,0.8,0.0,0.8333333333333334,0.7219280920019722,3.76,0.3,0.1399999999999999,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10127_american express_credit,0.0,100.0,42.25771273642583,8,0,1,0.5555555555555556,1.4056390579014812,0.5625,0.125,0.7777777777777778,1.9999999927865248,0.0,0.2,0.5874999999999999,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
10128_american express_credit,373.0,25.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,1.0,0.5,-1.4426951595367387e-09,149.2,0.2,0.7,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.045889101338432124
1012_visa_credit,0.0,345.49,331.47313325014244,4,0,2,0.2,1.99999999422922,0.25,0.0,0.8,-1.4426951595367387e-09,0.0,0.3,0.1999999999999999,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.047337278106508875
10134_visa_debit,1.8333333333333333,168.74166666666667,83.0579942971576,6,0,6,0.1428571428571428,1.9182958282837093,0.5,0.0,1.0,-1.4426951595367387e-09,1.5,0.3,0.0999999999999999,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10135_visa_debit,30.33333333333333,54.66666666666666,22.03028218914441,3,0,3,0.25,0.9182958311690996,0.1666666666666666,0.3333333333333333,0.75,-1.4426951595367387e-09,28.2,0.3,0.2666666666666666,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.03333333333333333
10142_visa_debit,20.23076923076923,124.14615384615384,139.8742373549934,13,0,5,0.0714285714285714,2.873140667971573,0.6538461538461539,0.2307692307692307,0.8571428571428572,-1.4426951595367387e-09,11.646153846153847,0.2999999999999999,0.3461538461538461,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10145_mastercard_credit,64.92307692307692,369.2307692307692,137.74744634423888,13,0,11,0.5714285714285714,1.738149327422086,1.8461538461538465,0.1538461538461538,0.8571428571428572,2.507380090882076,45.38461538461539,0.2999999999999999,0.6923076923076923,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.024498886414253896
10147_visa_credit,0.0,253.0,38.18376618407357,2,0,2,0.3333333333333333,0.99999999711461,0.5,0.0,1.0,-1.4426951595367387e-09,3.0,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.06909547738693467
10148_mastercard_debit,31.0,70.3,39.042508884547885,3,0,2,0.5,1.584962496393071,1.0,0.0,1.0,0.9182958311690996,64.06666666666666,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
10149_visa_debit,100.0,117.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,151.8,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.045889101338432124
10150_mastercard_debit,49.0,36.475,16.228100628231267,2,0,1,0.3333333333333333,0.99999999711461,0.0,0.0,1.0,-1.4426951595367387e-09,34.9,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.045889101338432124
10153_mastercard_debit,1.0,171.0,0.0,2,0,2,0.3333333333333333,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,0.8,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10154_visa_debit,463.0,57.95,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,188.2,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.06909547738693467
10155_mastercard_debit,122.0,363.93,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.0,0.0,1.0,-1.4426951595367387e-09,54.8,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10156_visa_debit,0.0,103.97,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,0.0,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10159_mastercard_debit,41.42857142857143,87.85000000000001,133.04494541319485,7,0,3,0.125,1.6644977734296813,0.0714285714285714,0.0,0.875,-1.4426951595367387e-09,33.028571428571425,0.3,0.2142857142857143,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
1015_mastercard_credit,0.0,85.9025,31.540497974825943,2,0,2,0.0,0.99999999711461,0.5,0.5,0.3333333333333333,-1.4426951595367387e-09,0.0,0.3,0.5,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.12918108419838523
10162_mastercard_debit,0.8571428571428571,145.49285714285716,150.15927773692903,7,0,3,0.125,2.2359263434155574,0.5,0.0,1.0,-1.4426951595367387e-09,22.285714285714285,0.3,0.0999999999999999,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.05263157894736842
10164_mastercard_credit,33.0,37.975,17.00591808753647,2,0,2,0.3333333333333333,0.99999999711461,0.0,0.0,1.0,-1.4426951595367387e-09,16.0,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10165_mastercard_credit,14.043478260869565,141.98695652173913,106.20582741394108,23,0,5,0.4583333333333333,2.4792336803842416,0.4565217391304347,0.0,0.9583333333333334,2.848373896144723,10.965217391304348,0.2999999999999999,0.4478260869565216,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.06909547738693467
10168_american express_credit,0.0,100.0,40.82482904638631,4,0,3,0.8,1.4999999956719148,0.875,0.0,0.8,1.99999999422922,0.0,0.2,0.7,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.03333333333333333
10170_X_debit,0.0,25.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,0.5,-1.4426951595367387e-09,0.0,0.5,0.3,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.014778325123152709
10171_visa_debit,0.0,87.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,0.0,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10172_visa_debit,134.0,37.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.0,0.0,1.0,-1.4426951595367387e-09,58.8,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
10175_visa_debit,0.0,63.54733333333333,76.7891753916744,3,0,2,0.25,1.584962496393071,0.5,0.3333333333333333,0.5,0.9182958311690996,0.0,0.3,0.5,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.12918108419838523
10176_mastercard_debit,0.0,25.652,0.0,1,0,1,0.0,-1.4426951595367387e-09,0.5,1.0,0.5,-1.4426951595367387e-09,0.0,0.3,0.5,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.12918108419838523
10177_visa_debit,80.33333333333333,44.66666666666666,17.61628034896508,3,0,1,0.25,1.584962496393071,1.0,0.0,0.75,-1.4426951595367387e-09,85.06666666666666,0.3,0.1666666666666666,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.047337278106508875
10179_visa_debit,60.8,77.97,38.89827438331937,5,0,3,0.3333333333333333,1.921928089116582,0.4,0.0,1.0,0.7219280920019722,66.36,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04032258064516129
10180_american express_credit,0.0,138.75,90.89829481348922,8,0,4,0.6666666666666666,2.49999999134383,0.5,0.125,0.7777777777777778,2.49999999134383,0.0,0.2,0.55,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10185_visa_debit,0.0,200.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,0.5,-1.4426951595367387e-09,0.0,0.3,0.7,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
10186_visa_debit,137.3,122.96442857142856,125.05284488342058,70,1,33,0.028169014084507,3.793898333697178,0.4571428571428571,0.0428571428571428,0.971830985915493,0.1871762539878181,90.42,0.3,0.1471428571428571,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.04849884526558892
10187_american express_credit,0.0,100.0,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,0.0,0.2,0.7,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.014778325123152709
10188_mastercard_credit,0.1428571428571428,164.14714285714285,132.66109034104986,7,0,4,0.5,2.1280852716779197,0.7142857142857142,0.2857142857142857,0.75,1.8423709874063283,0.3714285714285714,0.3,0.2999999999999999,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.05263157894736842
1018_visa_credit,0.0,200.0,0.0,2,0,2,0.3333333333333333,-1.4426951595367387e-09,0.5,0.0,0.6666666666666667,-1.4426951595367387e-09,0.0,0.3,0.3,1.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.12918108419838523
10190_mastercard_debit,32.0,25.95,0.0,1,0,1,0.5,-1.4426951595367387e-09,0.5,0.0,1.0,-1.4426951595367387e-09,27.6,0.3,0.1,0.0,6.87186339420178e-05,0.0,0.0,0,0.0,0.0691987513007284
