source,target,amount,timestamp
1,204,4348.0,2025-12-29T11:05:15.587553
1,232,4639.0,2025-12-29T11:05:15.587553
1,253,993.0,2025-12-29T11:05:15.587553
1,275,2016.0,2025-12-29T11:05:15.587553
1,304,4014.0,2025-12-29T11:05:15.587553
1,306,1734.0,2025-12-29T11:05:15.587553
1,353,3120.0,2025-12-29T11:05:15.587553
1,358,801.0,2025-12-29T11:05:15.587553
1,380,4807.0,2025-12-29T11:05:15.587553
1,425,3981.0,2025-12-29T11:05:15.587553
1,453,4045.0,2025-12-29T11:05:15.587553
1,477,2631.0,2025-12-29T11:05:15.587553
1,484,3595.0,2025-12-29T11:05:15.587553
1,491,3974.0,2025-12-29T11:05:15.587553
1,510,773.0,2025-12-29T11:05:15.587553
1,560,2919.0,2025-12-29T11:05:15.587553
1,609,146.0,2025-12-29T11:05:15.587553
1,809,1505.0,2025-12-29T11:05:15.587553
1,908,730.0,2025-12-29T11:05:15.587553
1,936,1594.0,2025-12-29T11:05:15.587553
1,948,282.0,2025-12-29T11:05:15.587553
1,978,4442.0,2025-12-29T11:05:15.587553
1,1136,4904.0,2025-12-29T11:05:15.587553
1,1142,4735.0,2025-12-29T11:05:15.587553
1,1238,2381.0,2025-12-29T11:05:15.587553
1,1304,3632.0,2025-12-29T11:05:15.587553
1,1354,4061.0,2025-12-29T11:05:15.587553
1,1415,2656.0,2025-12-29T11:05:15.587553
1,1417,3059.0,2025-12-29T11:05:15.587553
1,1450,576.0,2025-12-29T11:05:15.587553
1,1471,2825.0,2025-12-29T11:05:15.587553
1,1617,514.0,2025-12-29T11:05:15.587553
1,1646,1689.0,2025-12-29T11:05:15.587553
1,1759,1254.0,2025-12-29T11:05:15.587553
1,1843,3741.0,2025-12-29T11:05:15.588551
1,1889,1591.0,2025-12-29T11:05:15.588551
1,1917,143.0,2025-12-29T11:05:15.588551
1,1950,3450.0,2025-12-29T11:05:15.588551
2,41,695.0,2025-12-29T11:05:15.588551
2,102,200.0,2025-12-29T11:05:15.588551
2,175,2257.0,2025-12-29T11:05:15.588551
2,238,430.0,2025-12-29T11:05:15.588551
2,540,3163.0,2025-12-29T11:05:15.588551
2,970,2254.0,2025-12-29T11:05:15.588551
2,1903,3486.0,2025-12-29T11:05:15.588551
2,1028,3069.0,2025-12-29T11:05:15.588551
3,8,4792.0,2025-12-29T11:05:15.588551
3,372,4492.0,2025-12-29T11:05:15.588551
3,373,2711.0,2025-12-29T11:05:15.588551
3,441,3218.0,2025-12-29T11:05:15.588551
3,698,3277.0,2025-12-29T11:05:15.588551
3,753,2719.0,2025-12-29T11:05:15.588551
5,0,1642.0,2025-12-29T11:05:15.588551
5,11,2273.0,2025-12-29T11:05:15.588551
5,12,4097.0,2025-12-29T11:05:15.588551
5,22,4252.0,2025-12-29T11:05:15.588551
5,24,149.0,2025-12-29T11:05:15.588551
5,135,4926.0,2025-12-29T11:05:15.588551
5,609,4576.0,2025-12-29T11:05:15.588551
5,778,345.0,2025-12-29T11:05:15.588551
5,865,2827.0,2025-12-29T11:05:15.588551
5,1378,4580.0,2025-12-29T11:05:15.588551
5,1425,1972.0,2025-12-29T11:05:15.588551
7,0,628.0,2025-12-29T11:05:15.588551
7,1,4431.0,2025-12-29T11:05:15.588551
7,59,1482.0,2025-12-29T11:05:15.588551
7,129,1449.0,2025-12-29T11:05:15.588551
7,586,3828.0,2025-12-29T11:05:15.588551
7,1631,3021.0,2025-12-29T11:05:15.588551
7,572,4564.0,2025-12-29T11:05:15.588551
9,0,4415.0,2025-12-29T11:05:15.588551
9,104,3831.0,2025-12-29T11:05:15.588551
9,149,1025.0,2025-12-29T11:05:15.588551
9,234,4629.0,2025-12-29T11:05:15.588551
9,349,2429.0,2025-12-29T11:05:15.588551
9,482,1985.0,2025-12-29T11:05:15.588551
9,512,185.0,2025-12-29T11:05:15.588551
9,783,2724.0,2025-12-29T11:05:15.588551
9,1069,4687.0,2025-12-29T11:05:15.588551
9,1472,800.0,2025-12-29T11:05:15.588551
9,1514,2092.0,2025-12-29T11:05:15.588551
9,1516,1763.0,2025-12-29T11:05:15.588551
9,1598,4766.0,2025-12-29T11:05:15.588551
10,51,704.0,2025-12-29T11:05:15.588551
10,58,2551.0,2025-12-29T11:05:15.588551
10,85,3892.0,2025-12-29T11:05:15.588551
10,95,3490.0,2025-12-29T11:05:15.588551
10,105,928.0,2025-12-29T11:05:15.588551
10,121,1287.0,2025-12-29T11:05:15.588551
10,406,2522.0,2025-12-29T11:05:15.588551
10,645,3327.0,2025-12-29T11:05:15.588551
10,724,1439.0,2025-12-29T11:05:15.588551
10,735,2065.0,2025-12-29T11:05:15.588551
10,782,2869.0,2025-12-29T11:05:15.588551
10,931,4493.0,2025-12-29T11:05:15.588551
10,1053,942.0,2025-12-29T11:05:15.588551
10,1302,2919.0,2025-12-29T11:05:15.588551
10,1964,137.0,2025-12-29T11:05:15.588551
11,61,1119.0,2025-12-29T11:05:15.588551
11,245,2853.0,2025-12-29T11:05:15.588551
11,298,4737.0,2025-12-29T11:05:15.588551
11,357,4900.0,2025-12-29T11:05:15.588551
11,451,2146.0,2025-12-29T11:05:15.588551
11,597,2449.0,2025-12-29T11:05:15.588551
11,638,4467.0,2025-12-29T11:05:15.588551
11,803,437.0,2025-12-29T11:05:15.588551
11,925,3148.0,2025-12-29T11:05:15.588551
11,1931,1240.0,2025-12-29T11:05:15.588551
13,0,3325.0,2025-12-29T11:05:15.588551
13,26,2341.0,2025-12-29T11:05:15.588551
13,116,2534.0,2025-12-29T11:05:15.588551
13,128,282.0,2025-12-29T11:05:15.588551
13,474,808.0,2025-12-29T11:05:15.588551
13,1288,3442.0,2025-12-29T11:05:15.588551
13,1427,342.0,2025-12-29T11:05:15.588551
13,860,4146.0,2025-12-29T11:05:15.588551
14,0,1399.0,2025-12-29T11:05:15.588551
14,123,2555.0,2025-12-29T11:05:15.588551
14,134,2202.0,2025-12-29T11:05:15.588551
14,280,2306.0,2025-12-29T11:05:15.588551
17,0,2589.0,2025-12-29T11:05:15.588551
17,46,4256.0,2025-12-29T11:05:15.588551
17,52,3623.0,2025-12-29T11:05:15.588551
17,346,1997.0,2025-12-29T11:05:15.588551
17,570,4937.0,2025-12-29T11:05:15.588551
17,932,3923.0,2025-12-29T11:05:15.588551
17,975,465.0,2025-12-29T11:05:15.588551
17,1785,3523.0,2025-12-29T11:05:15.588551
17,172,1071.0,2025-12-29T11:05:15.588551
18,4,1471.0,2025-12-29T11:05:15.588551
18,51,3924.0,2025-12-29T11:05:15.588551
18,111,965.0,2025-12-29T11:05:15.588551
18,167,2160.0,2025-12-29T11:05:15.588551
18,478,3857.0,2025-12-29T11:05:15.588551
19,0,1581.0,2025-12-29T11:05:15.588551
19,24,2266.0,2025-12-29T11:05:15.588551
19,172,1101.0,2025-12-29T11:05:15.588551
19,236,4966.0,2025-12-29T11:05:15.588551
19,764,3816.0,2025-12-29T11:05:15.588551
19,1562,4494.0,2025-12-29T11:05:15.588551
20,564,2191.0,2025-12-29T11:05:15.588551
20,901,4927.0,2025-12-29T11:05:15.588551
20,1108,937.0,2025-12-29T11:05:15.588551
20,1114,2783.0,2025-12-29T11:05:15.588551
20,1418,2622.0,2025-12-29T11:05:15.588551
20,1682,1855.0,2025-12-29T11:05:15.588551
22,0,3040.0,2025-12-29T11:05:15.588551
22,76,2879.0,2025-12-29T11:05:15.588551
22,151,3435.0,2025-12-29T11:05:15.588551
22,157,4101.0,2025-12-29T11:05:15.588551
22,174,1939.0,2025-12-29T11:05:15.588551
22,1009,4733.0,2025-12-29T11:05:15.588551
22,1409,1802.0,2025-12-29T11:05:15.588551
22,1484,738.0,2025-12-29T11:05:15.588551
23,1484,1168.0,2025-12-29T11:05:15.588551
25,0,2724.0,2025-12-29T11:05:15.588551
25,35,2226.0,2025-12-29T11:05:15.588551
25,190,3798.0,2025-12-29T11:05:15.588551
25,255,4166.0,2025-12-29T11:05:15.588551
25,335,1439.0,2025-12-29T11:05:15.588551
25,379,3420.0,2025-12-29T11:05:15.588551
25,448,3679.0,2025-12-29T11:05:15.588551
25,1743,4142.0,2025-12-29T11:05:15.588551
25,1757,2191.0,2025-12-29T11:05:15.588551
28,0,257.0,2025-12-29T11:05:15.588551
28,180,3757.0,2025-12-29T11:05:15.588551
28,342,4027.0,2025-12-29T11:05:15.588551
28,558,2547.0,2025-12-29T11:05:15.588551
28,1909,4184.0,2025-12-29T11:05:15.588551
32,0,1525.0,2025-12-29T11:05:15.588551
32,10,196.0,2025-12-29T11:05:15.588551
32,81,2367.0,2025-12-29T11:05:15.588551
32,907,2831.0,2025-12-29T11:05:15.588551
32,980,4597.0,2025-12-29T11:05:15.588551
36,0,3743.0,2025-12-29T11:05:15.588551
36,4,4739.0,2025-12-29T11:05:15.588551
38,0,3782.0,2025-12-29T11:05:15.588551
38,17,957.0,2025-12-29T11:05:15.588551
38,494,2491.0,2025-12-29T11:05:15.588551
38,1469,4717.0,2025-12-29T11:05:15.588551
44,27,267.0,2025-12-29T11:05:15.588551
44,331,1587.0,2025-12-29T11:05:15.588551
44,857,1439.0,2025-12-29T11:05:15.588551
44,916,1321.0,2025-12-29T11:05:15.588551
45,0,2344.0,2025-12-29T11:05:15.588551
45,63,675.0,2025-12-29T11:05:15.588551
45,69,2677.0,2025-12-29T11:05:15.588551
45,703,4339.0,2025-12-29T11:05:15.588551
45,877,2849.0,2025-12-29T11:05:15.588551
45,1395,2449.0,2025-12-29T11:05:15.588551
45,1462,876.0,2025-12-29T11:05:15.588551
47,217,2002.0,2025-12-29T11:05:15.588551
47,243,1864.0,2025-12-29T11:05:15.588551
47,962,4119.0,2025-12-29T11:05:15.588551
47,1099,1094.0,2025-12-29T11:05:15.588551
50,0,2233.0,2025-12-29T11:05:15.588551
50,252,2177.0,2025-12-29T11:05:15.588551
50,589,3043.0,2025-12-29T11:05:15.588551
50,672,1819.0,2025-12-29T11:05:15.588551
50,748,4127.0,2025-12-29T11:05:15.588551
50,987,828.0,2025-12-29T11:05:15.588551
50,1932,298.0,2025-12-29T11:05:15.588551
57,0,1213.0,2025-12-29T11:05:15.588551
57,2,3617.0,2025-12-29T11:05:15.588551
57,70,2744.0,2025-12-29T11:05:15.588551
57,531,3822.0,2025-12-29T11:05:15.588551
57,790,1889.0,2025-12-29T11:05:15.588551
60,0,1539.0,2025-12-29T11:05:15.588551
60,6,2925.0,2025-12-29T11:05:15.588551
60,351,554.0,2025-12-29T11:05:15.588551
60,355,2311.0,2025-12-29T11:05:15.588551
60,423,1029.0,2025-12-29T11:05:15.588551
60,489,2277.0,2025-12-29T11:05:15.588551
60,557,4175.0,2025-12-29T11:05:15.588551
60,1624,1196.0,2025-12-29T11:05:15.588551
60,1638,4088.0,2025-12-29T11:05:15.588551
61,66,4863.0,2025-12-29T11:05:15.588551
61,120,3184.0,2025-12-29T11:05:15.588551
61,189,4214.0,2025-12-29T11:05:15.588551
61,308,1682.0,2025-12-29T11:05:15.588551
61,601,677.0,2025-12-29T11:05:15.588551
61,990,480.0,2025-12-29T11:05:15.588551
68,243,1973.0,2025-12-29T11:05:15.588551
68,262,4099.0,2025-12-29T11:05:15.588551
68,596,429.0,2025-12-29T11:05:15.588551
68,852,1839.0,2025-12-29T11:05:15.588551
68,1072,773.0,2025-12-29T11:05:15.588551
68,1157,1180.0,2025-12-29T11:05:15.588551
68,1287,1915.0,2025-12-29T11:05:15.588551
68,1660,1350.0,2025-12-29T11:05:15.588551
68,1672,4918.0,2025-12-29T11:05:15.588551
71,35,1134.0,2025-12-29T11:05:15.588551
71,183,264.0,2025-12-29T11:05:15.588551
71,839,2255.0,2025-12-29T11:05:15.588551
71,17,3252.0,2025-12-29T11:05:15.588551
71,905,4975.0,2025-12-29T11:05:15.588551
77,0,3861.0,2025-12-29T11:05:15.588551
77,145,3984.0,2025-12-29T11:05:15.588551
77,211,928.0,2025-12-29T11:05:15.588551
77,402,724.0,2025-12-29T11:05:15.588551
77,600,1288.0,2025-12-29T11:05:15.588551
77,844,4074.0,2025-12-29T11:05:15.588551
77,1029,463.0,2025-12-29T11:05:15.588551
77,1086,277.0,2025-12-29T11:05:15.588551
77,1427,2349.0,2025-12-29T11:05:15.588551
77,1428,2841.0,2025-12-29T11:05:15.588551
77,1499,2889.0,2025-12-29T11:05:15.588551
77,1516,2739.0,2025-12-29T11:05:15.588551
77,1527,3063.0,2025-12-29T11:05:15.588551
77,1236,1807.0,2025-12-29T11:05:15.588551
78,0,2472.0,2025-12-29T11:05:15.588551
78,1,4003.0,2025-12-29T11:05:15.588551
78,179,1701.0,2025-12-29T11:05:15.588551
78,187,1767.0,2025-12-29T11:05:15.588551
78,294,2588.0,2025-12-29T11:05:15.588551
78,572,2479.0,2025-12-29T11:05:15.588551
78,1027,800.0,2025-12-29T11:05:15.588551
78,1926,845.0,2025-12-29T11:05:15.588551
86,241,4477.0,2025-12-29T11:05:15.588551
86,327,4461.0,2025-12-29T11:05:15.588551
86,495,159.0,2025-12-29T11:05:15.588551
86,1145,2908.0,2025-12-29T11:05:15.588551
88,0,1072.0,2025-12-29T11:05:15.588551
88,50,593.0,2025-12-29T11:05:15.588551
88,274,3785.0,2025-12-29T11:05:15.588551
88,1542,659.0,2025-12-29T11:05:15.588551
88,1972,3440.0,2025-12-29T11:05:15.588551
91,0,4746.0,2025-12-29T11:05:15.588551
91,26,1757.0,2025-12-29T11:05:15.588551
91,229,3064.0,2025-12-29T11:05:15.588551
91,237,1108.0,2025-12-29T11:05:15.588551
91,1390,2458.0,2025-12-29T11:05:15.588551
91,1923,2693.0,2025-12-29T11:05:15.588551
91,1962,1809.0,2025-12-29T11:05:15.588551
91,85,3291.0,2025-12-29T11:05:15.588551
98,0,924.0,2025-12-29T11:05:15.588551
98,878,2399.0,2025-12-29T11:05:15.588551
103,279,504.0,2025-12-29T11:05:15.588551
103,361,923.0,2025-12-29T11:05:15.588551
103,711,2421.0,2025-12-29T11:05:15.588551
103,752,1511.0,2025-12-29T11:05:15.588551
103,1256,1548.0,2025-12-29T11:05:15.588551
103,1312,3173.0,2025-12-29T11:05:15.588551
103,1529,2288.0,2025-12-29T11:05:15.588551
107,67,2401.0,2025-12-29T11:05:15.588551
107,389,3702.0,2025-12-29T11:05:15.588551
107,861,2480.0,2025-12-29T11:05:15.588551
110,0,2856.0,2025-12-29T11:05:15.588551
110,6,3264.0,2025-12-29T11:05:15.588551
110,457,128.0,2025-12-29T11:05:15.588551
110,507,2287.0,2025-12-29T11:05:15.588551
110,659,1328.0,2025-12-29T11:05:15.588551
110,667,1431.0,2025-12-29T11:05:15.588551
110,152,4750.0,2025-12-29T11:05:15.588551
116,0,2150.0,2025-12-29T11:05:15.588551
116,343,2192.0,2025-12-29T11:05:15.588551
116,1240,4033.0,2025-12-29T11:05:15.588551
116,1901,1231.0,2025-12-29T11:05:15.588551
118,0,1474.0,2025-12-29T11:05:15.589545
118,818,2271.0,2025-12-29T11:05:15.589545
118,1722,3831.0,2025-12-29T11:05:15.589545
122,0,1261.0,2025-12-29T11:05:15.589545
122,85,978.0,2025-12-29T11:05:15.589545
130,0,2288.0,2025-12-29T11:05:15.589545
130,150,1199.0,2025-12-29T11:05:15.589545
130,670,1772.0,2025-12-29T11:05:15.589545
130,1392,1882.0,2025-12-29T11:05:15.589545
139,0,2363.0,2025-12-29T11:05:15.589545
139,104,2277.0,2025-12-29T11:05:15.589545
139,176,1352.0,2025-12-29T11:05:15.589545
139,337,4039.0,2025-12-29T11:05:15.589545
139,1332,3983.0,2025-12-29T11:05:15.589545
139,1570,3352.0,2025-12-29T11:05:15.589545
140,1,2349.0,2025-12-29T11:05:15.589545
140,147,1617.0,2025-12-29T11:05:15.589545
140,275,1138.0,2025-12-29T11:05:15.589545
140,328,3562.0,2025-12-29T11:05:15.589545
140,417,3502.0,2025-12-29T11:05:15.589545
140,435,352.0,2025-12-29T11:05:15.589545
140,453,646.0,2025-12-29T11:05:15.589545
140,618,1231.0,2025-12-29T11:05:15.589545
140,705,2670.0,2025-12-29T11:05:15.589545
140,756,591.0,2025-12-29T11:05:15.589545
140,965,3202.0,2025-12-29T11:05:15.589545
140,983,3992.0,2025-12-29T11:05:15.589545
140,1073,2548.0,2025-12-29T11:05:15.589545
140,1139,302.0,2025-12-29T11:05:15.589545
140,1538,1348.0,2025-12-29T11:05:15.589545
140,1832,3346.0,2025-12-29T11:05:15.589545
140,1970,3681.0,2025-12-29T11:05:15.589545
201,211,859.0,2025-12-29T11:05:15.589545
201,263,4424.0,2025-12-29T11:05:15.589545
201,272,4993.0,2025-12-29T11:05:15.589545
201,597,3216.0,2025-12-29T11:05:15.589545
201,1298,2690.0,2025-12-29T11:05:15.589545
201,1761,2930.0,2025-12-29T11:05:15.589545
234,0,1054.0,2025-12-29T11:05:15.589545
234,337,1440.0,2025-12-29T11:05:15.589545
234,580,2825.0,2025-12-29T11:05:15.589545
234,834,3099.0,2025-12-29T11:05:15.589545
240,0,2294.0,2025-12-29T11:05:15.589545
240,217,4128.0,2025-12-29T11:05:15.589545
240,354,2159.0,2025-12-29T11:05:15.589545
240,674,126.0,2025-12-29T11:05:15.589545
241,500,1223.0,2025-12-29T11:05:15.589545
241,929,3697.0,2025-12-29T11:05:15.589545
241,1645,463.0,2025-12-29T11:05:15.589545
241,1982,3392.0,2025-12-29T11:05:15.589545
255,866,2733.0,2025-12-29T11:05:15.589545
267,0,706.0,2025-12-29T11:05:15.589545
267,1,386.0,2025-12-29T11:05:15.589545
267,1089,3838.0,2025-12-29T11:05:15.589545
268,0,3167.0,2025-12-29T11:05:15.589545
268,300,1677.0,2025-12-29T11:05:15.589545
268,152,3219.0,2025-12-29T11:05:15.589545
271,0,1734.0,2025-12-29T11:05:15.589545
284,198,2645.0,2025-12-29T11:05:15.589545
284,473,3066.0,2025-12-29T11:05:15.589545
284,551,3203.0,2025-12-29T11:05:15.589545
284,635,807.0,2025-12-29T11:05:15.589545
284,942,3847.0,2025-12-29T11:05:15.589545
289,0,3347.0,2025-12-29T11:05:15.589545
289,1261,2702.0,2025-12-29T11:05:15.589545
304,608,815.0,2025-12-29T11:05:15.589545
318,459,4342.0,2025-12-29T11:05:15.589545
325,0,1664.0,2025-12-29T11:05:15.589545
325,837,401.0,2025-12-29T11:05:15.589545
325,1122,4202.0,2025-12-29T11:05:15.589545
325,1758,1851.0,2025-12-29T11:05:15.589545
325,1236,112.0,2025-12-29T11:05:15.589545
325,152,3829.0,2025-12-29T11:05:15.589545
352,0,1861.0,2025-12-29T11:05:15.589545
352,1112,2470.0,2025-12-29T11:05:15.589545
352,1451,2609.0,2025-12-29T11:05:15.589545
352,152,2154.0,2025-12-29T11:05:15.589545
367,0,182.0,2025-12-29T11:05:15.589545
367,1318,4063.0,2025-12-29T11:05:15.589545
382,0,1477.0,2025-12-29T11:05:15.589545
382,11,2886.0,2025-12-29T11:05:15.589545
382,1919,4706.0,2025-12-29T11:05:15.589545
384,0,220.0,2025-12-29T11:05:15.589545
384,16,1176.0,2025-12-29T11:05:15.589545
391,0,4099.0,2025-12-29T11:05:15.589545
398,871,1765.0,2025-12-29T11:05:15.589545
434,364,4847.0,2025-12-29T11:05:15.589545
434,152,3594.0,2025-12-29T11:05:15.589545
470,75,2208.0,2025-12-29T11:05:15.589545
510,1236,2379.0,2025-12-29T11:05:15.589545
514,0,589.0,2025-12-29T11:05:15.589545
514,277,4953.0,2025-12-29T11:05:15.589545
514,1105,698.0,2025-12-29T11:05:15.589545
530,1,2392.0,2025-12-29T11:05:15.589545
541,779,4938.0,2025-12-29T11:05:15.589545
541,1518,272.0,2025-12-29T11:05:15.589545
561,14,2973.0,2025-12-29T11:05:15.589545
561,599,2275.0,2025-12-29T11:05:15.589545
561,1481,1870.0,2025-12-29T11:05:15.589545
561,1935,4190.0,2025-12-29T11:05:15.589545
618,790,1566.0,2025-12-29T11:05:15.589545
621,0,4846.0,2025-12-29T11:05:15.589545
628,0,3037.0,2025-12-29T11:05:15.589545
628,348,3751.0,2025-12-29T11:05:15.589545
684,0,759.0,2025-12-29T11:05:15.589545
684,333,3238.0,2025-12-29T11:05:15.589545
684,1910,4674.0,2025-12-29T11:05:15.589545
791,0,4952.0,2025-12-29T11:05:15.589545
791,469,2805.0,2025-12-29T11:05:15.589545
791,920,1782.0,2025-12-29T11:05:15.589545
854,758,1285.0,2025-12-29T11:05:15.589545
854,1351,997.0,2025-12-29T11:05:15.589545
897,0,3781.0,2025-12-29T11:05:15.589545
897,703,1136.0,2025-12-29T11:05:15.589545
897,1865,4986.0,2025-12-29T11:05:15.589545
912,0,1098.0,2025-12-29T11:05:15.589545
912,906,1019.0,2025-12-29T11:05:15.589545
912,1498,3337.0,2025-12-29T11:05:15.589545
942,858,2526.0,2025-12-29T11:05:15.589545
946,0,4154.0,2025-12-29T11:05:15.589545
946,572,2427.0,2025-12-29T11:05:15.589545
947,0,492.0,2025-12-29T11:05:15.589545
947,33,2787.0,2025-12-29T11:05:15.589545
990,0,1231.0,2025-12-29T11:05:15.589545
990,1592,587.0,2025-12-29T11:05:15.589545
1012,0,2439.0,2025-12-29T11:05:15.589545
1012,1006,220.0,2025-12-29T11:05:15.589545
1012,1358,317.0,2025-12-29T11:05:15.589545
1016,878,2817.0,2025-12-29T11:05:15.589545
1023,0,940.0,2025-12-29T11:05:15.589545
1063,0,3746.0,2025-12-29T11:05:15.589545
1063,1972,138.0,2025-12-29T11:05:15.589545
1101,0,968.0,2025-12-29T11:05:15.589545
1101,55,2192.0,2025-12-29T11:05:15.589545
1101,1569,1349.0,2025-12-29T11:05:15.589545
1101,1627,975.0,2025-12-29T11:05:15.589545
1113,4,1037.0,2025-12-29T11:05:15.589545
1149,209,3080.0,2025-12-29T11:05:15.589545
1149,1210,4379.0,2025-12-29T11:05:15.589545
1149,790,1179.0,2025-12-29T11:05:15.589545
1169,1706,739.0,2025-12-29T11:05:15.589545
1179,974,568.0,2025-12-29T11:05:15.589545
1179,1379,2431.0,2025-12-29T11:05:15.589545
1184,0,1528.0,2025-12-29T11:05:15.589545
1184,392,1066.0,2025-12-29T11:05:15.589545
1184,1725,2185.0,2025-12-29T11:05:15.589545
1216,177,1929.0,2025-12-29T11:05:15.589545
1231,0,4786.0,2025-12-29T11:05:15.589545
1263,0,2704.0,2025-12-29T11:05:15.589545
1263,15,2719.0,2025-12-29T11:05:15.589545
1263,1972,260.0,2025-12-29T11:05:15.589545
1290,1174,2783.0,2025-12-29T11:05:15.589545
1290,905,2017.0,2025-12-29T11:05:15.589545
1293,0,810.0,2025-12-29T11:05:15.589545
1352,334,426.0,2025-12-29T11:05:15.589545
1440,833,2672.0,2025-12-29T11:05:15.589545
1476,242,3418.0,2025-12-29T11:05:15.589545
1622,81,541.0,2025-12-29T11:05:15.589545
1626,92,4418.0,2025-12-29T11:05:15.589545
1626,1972,182.0,2025-12-29T11:05:15.589545
1626,155,3898.0,2025-12-29T11:05:15.589545
1650,787,462.0,2025-12-29T11:05:15.589545
1736,0,167.0,2025-12-29T11:05:15.589545
1736,1737,4305.0,2025-12-29T11:05:15.589545
1736,1820,4759.0,2025-12-29T11:05:15.589545
1811,0,242.0,2025-12-29T11:05:15.589545
1811,50,1968.0,2025-12-29T11:05:15.589545
1811,739,2545.0,2025-12-29T11:05:15.589545
1814,0,4157.0,2025-12-29T11:05:15.589545
1814,174,313.0,2025-12-29T11:05:15.589545
1814,1847,2427.0,2025-12-29T11:05:15.589545
1842,0,1163.0,2025-12-29T11:05:15.589545
1842,1204,2871.0,2025-12-29T11:05:15.589545
1842,1964,4412.0,2025-12-29T11:05:15.589545
1877,0,916.0,2025-12-29T11:05:15.589545
1877,1438,2062.0,2025-12-29T11:05:15.589545
1877,1918,694.0,2025-12-29T11:05:15.589545
4,2,2603.0,2025-12-29T11:05:15.589545
4,5,3969.0,2025-12-29T11:05:15.589545
4,12,4177.0,2025-12-29T11:05:15.589545
4,13,2376.0,2025-12-29T11:05:15.589545
4,15,1167.0,2025-12-29T11:05:15.589545
4,19,3831.0,2025-12-29T11:05:15.589545
4,23,550.0,2025-12-29T11:05:15.589545
4,62,1345.0,2025-12-29T11:05:15.589545
4,64,3522.0,2025-12-29T11:05:15.589545
4,86,1713.0,2025-12-29T11:05:15.589545
4,87,4217.0,2025-12-29T11:05:15.589545
4,99,1686.0,2025-12-29T11:05:15.589545
4,102,3407.0,2025-12-29T11:05:15.589545
4,117,194.0,2025-12-29T11:05:15.589545
